persona_id	version	group	Q1	Q2	Q3	Q4_1	Q4_2	Q4_3	Q4_4	Q4_5	Q4_6	Q4_7	Q6	q6_correct	Q7	Q8	Q9	Q10	Q11_code	Q11_name	Q12	Q13	Q14	Q15	status	retry_count	input_tokens	output_tokens	retry_t1	retry_t2	input_tokens_t1	output_tokens_t1	input_tokens_t2	output_tokens_t2
V1-D-248	V1	D	1	8	2	5	15	30	25	15	5	5	3	1	9	9	2	56	23	愛知県	2	7	4	1	ok	0	3926	105	0	0	1604	86	2322	19
V1-D-249	V1	D	1	8	2	5	15	30	25	15	5	5	3	1	9	9	1	69	43	熊本県	1	8	1	1	ok	0	3942	105	0	0	1612	86	2330	19
V1-D-250	V1	D	1	8	2	10	15	30	25	15	3	2	3	1	9	9	1	26	47	沖縄県	1	6	4	2	ok	0	3954	105	0	0	1618	86	2336	19
V2-A-001	V2	A	2	10	2	5	10	20	30	25	7	3			10	9	1	32	23	愛知県	1	3	2	4	ok	0	3966	97	0	0	1684	86	2282	11
V2-A-002	V2	A	2	11	2	5	10	20	30	25	5	5			10	9	1	62	22	静岡県	2	6	1	4	ok	0	3928	97	0	0	1665	86	2263	11
V2-A-003	V2	A	2	10	2	5	10	20	30	25	5	5			10	9	1	80	27	大阪府	2	8	2	1	ok	0	3906	97	0	0	1654	86	2252	11
V2-A-004	V2	A	1	8	2	5	10	25	30	20	5	5			9	9	2	67	23	愛知県	2	6	2	1	ok	0	3914	97	0	0	1658	86	2256	11
V2-A-005	V2	A	2	10	2	5	10	20	30	25	7	3			10	9	2	31	23	愛知県	1	1	6	2	ok	0	3928	97	0	0	1665	86	2263	11
V2-A-006	V2	A	2	11	2	5	10	20	30	25	7	3			10	9	2	45	26	京都府	1	3	4	4	ok	0	3964	97	0	0	1683	86	2281	11
V2-A-007	V2	A	2	10	2	5	10	20	30	25	5	5			10	9	2	82	11	埼玉県	1	3	1	2	ok	0	3974	97	0	0	1688	86	2286	11
V2-A-008	V2	A	2	11	2	5	10	20	30	25	7	3			10	9	2	58	14	神奈川県	1	7	5	6	ok	0	3946	97	0	0	1674	86	2272	11
V2-A-009	V2	A	2	11	2	5	10	20	30	25	7	3			10	9	1	53	40	福岡県	2	7	2	6	ok	0	3924	97	0	0	1663	86	2261	11
V2-A-010	V2	A	2	11	2	5	10	20	30	25	5	5			10	9	1	49	27	大阪府	1	6	4	5	ok	0	3942	97	0	0	1672	86	2270	11
V2-A-011	V2	A	2	11	2	5	10	20	30	25	5	5			10	9	1	90	20	長野県	1	1	1	5	ok	0	3936	97	0	0	1669	86	2267	11
V2-A-012	V2	A	2	11	2	5	10	20	30	25	5	5			10	9	1	26	30	和歌山県	1	7	6	1	ok	0	3934	97	0	0	1668	86	2266	11
V2-A-013	V2	A	1	8	2	5	10	25	30	20	5	5			9	11	2	85	12	千葉県	1	3	2	1	ok	0	3958	97	0	0	1680	86	2278	11
V2-A-014	V2	A	2	11	2	5	10	20	30	25	7	3			10	9	2	31	14	神奈川県	2	1	2	3	ok	0	3914	97	0	0	1658	86	2256	11
V2-A-015	V2	A	2	11	2	5	5	20	30	25	10	5			10	9	2	29	11	埼玉県	2	3	5	3	ok	0	3948	97	0	0	1675	86	2273	11
V2-A-016	V2	A	1	8	2	5	10	25	30	20	5	5			9	9	2	39	12	千葉県	1	6	2	2	ok	0	3942	97	0	0	1672	86	2270	11
V2-A-017	V2	A	2	10	2	5	10	20	30	25	5	5			10	9	1	75	28	兵庫県	2	1	2	3	ok	0	3914	97	0	0	1658	86	2256	11
V2-A-018	V2	A	2	10	2	5	10	20	30	25	5	5			10	9	2	27	11	埼玉県	1	8	6	3	ok	0	3932	97	0	0	1667	86	2265	11
V2-A-019	V2	A	1	8	2	5	10	25	30	20	5	5			9	9	2	83	14	神奈川県	2	7	1	1	ok	0	3924	97	0	0	1663	86	2261	11
V2-A-020	V2	A	2	10	2	5	10	20	30	25	5	5			10	9	2	68	40	福岡県	1	6	2	4	ok	0	3942	97	0	0	1672	86	2270	11
V2-A-021	V2	A	2	10	2	5	10	20	30	25	5	5			10	9	2	76	13	東京都	1	1	4	4	ok	0	3930	97	0	0	1666	86	2264	11
V2-A-022	V2	A	2	11	2	5	10	20	30	25	5	5			10	9	1	35	40	福岡県	2	6	2	4	ok	0	3922	97	0	0	1662	86	2260	11
V2-A-023	V2	A	2	10	2	5	10	20	30	25	5	5			10	9	1	80	41	佐賀県	2	4	1	5	ok	0	3914	97	0	0	1658	86	2256	11
V2-A-024	V2	A	1	8	2	5	10	25	30	20	5	5			9	9	2	39	11	埼玉県	2	6	1	2	ok	0	3930	97	0	0	1666	86	2264	11
V2-A-025	V2	A	2	10	2	5	10	20	30	25	5	5			10	9	2	83	14	神奈川県	2	7	6	3	ok	0	3922	97	0	0	1662	86	2260	11
V2-A-026	V2	A	1	8	2	5	10	25	30	20	5	5			9	9	2	87	1	北海道	1	6	1	2	ok	0	3946	97	0	0	1674	86	2272	11
V2-A-027	V2	A	2	10	2	5	10	25	30	20	5	5			10	9	2	41	39	高知県	1	6	6	8	ok	0	3930	97	0	0	1666	86	2264	11
V2-A-028	V2	A	2	11	2	5	10	20	30	20	10	5			10	9	2	26	26	京都府	1	1	2	2	ok	0	3930	97	0	0	1666	86	2264	11
V2-A-029	V2	A	2	10	2	5	10	20	30	25	5	5			10	9	1	32	5	秋田県	1	8	2	2	ok	0	3934	97	0	0	1668	86	2266	11
V2-A-030	V2	A	2	10	2	5	10	20	30	25	7	3			10	9	2	30	13	東京都	2	1	6	7	ok	0	3908	97	0	0	1655	86	2253	11
V2-A-031	V2	A	2	11	2	5	10	20	30	25	5	5			10	9	1	54	12	千葉県	2	6	2	3	ok	0	3922	97	0	0	1662	86	2260	11
V2-A-032	V2	A	2	10	2	5	10	20	30	25	5	5			10	9	2	67	4	宮城県	2	1	1	8	ok	0	3912	97	0	0	1657	86	2255	11
V2-A-033	V2	A	2	11	2	5	10	20	30	25	5	5			10	9	1	52	47	沖縄県	1	8	6	4	ok	0	3932	97	0	0	1667	86	2265	11
V2-A-034	V2	A	2	11	2	5	5	20	35	25	5	5			10	9	2	24	14	神奈川県	1	4	6	2	ok	0	3924	97	0	0	1663	86	2261	11
V2-A-035	V2	A	2	10	2	5	10	25	30	20	5	5			10	9	2	48	28	兵庫県	2	8	6	3	ok	0	3912	97	0	0	1657	86	2255	11
V2-A-036	V2	A	2	10	2	5	10	20	30	25	5	5			10	9	1	71	28	兵庫県	1	7	4	4	ok	0	3946	97	0	0	1674	86	2272	11
V2-A-037	V2	A	2	11	2	5	10	20	30	25	7	3			10	9	1	42	7	福島県	1	1	6	7	ok	0	3928	97	0	0	1665	86	2263	11
V2-A-038	V2	A	2	10	2	5	10	20	30	25	5	5			10	9	1	71	40	福岡県	2	1	2	1	ok	0	3904	97	0	0	1653	86	2251	11
V2-A-039	V2	A	2	10	2	5	10	20	30	25	5	5			10	9	2	66	29	奈良県	2	8	5	8	ok	0	3908	97	0	0	1655	86	2253	11
V2-A-040	V2	A	2	10	2	5	10	25	30	20	5	5			10	9	2	51	40	福岡県	2	1	5	5	ok	0	3912	97	0	0	1657	86	2255	11
V2-A-041	V2	A	2	10	2	5	10	20	30	25	5	5			10	9	2	49	28	兵庫県	2	1	1	4	ok	0	3920	97	0	0	1661	86	2259	11
V2-A-042	V2	A	2	10	2	5	10	20	30	25	5	5			10	9	1	25	14	神奈川県	2	7	4	1	ok	0	3918	97	0	0	1660	86	2258	11
V2-A-043	V2	A	2	10	2	5	10	20	30	25	5	5			10	9	2	26	27	大阪府	1	8	2	1	ok	0	3926	97	0	0	1664	86	2262	11
V2-A-044	V2	A	2	11	2	5	10	20	30	25	5	5			10	9	1	81	27	大阪府	2	6	1	3	ok	0	3928	97	0	0	1665	86	2263	11
V2-A-045	V2	A	2	11	2	5	10	25	30	20	5	5			10	9	2	63	27	大阪府	2	2	2	8	ok	0	3900	97	0	0	1651	86	2249	11
V2-A-046	V2	A	1	8	2	5	10	25	30	20	5	5			9	9	2	77	11	埼玉県	2	6	1	1	ok	0	3922	97	0	0	1662	86	2260	11
V2-A-047	V2	A	2	11	2	5	10	20	30	25	5	5			10	9	1	73	1	北海道	2	8	2	5	ok	0	3912	97	0	0	1657	86	2255	11
V2-A-048	V2	A	1	8	2	5	10	25	30	20	5	5			9	9	2	80	27	大阪府	1	2	1	2	ok	0	3932	97	0	0	1667	86	2265	11
V2-A-049	V2	A	2	10	2	5	5	20	30	25	10	5			10	9	2	42	23	愛知県	2	1	6	3	ok	0	3908	97	0	0	1655	86	2253	11
V2-A-050	V2	A	2	10	2	5	10	20	30	25	5	5			10	9	2	47	13	東京都	2	8	2	3	ok	0	3912	97	0	0	1657	86	2255	11
V2-A-051	V2	A	2	10	2	5	10	20	30	25	5	5			10	9	2	39	27	大阪府	2	8	7	3	ok	0	3912	97	0	0	1657	86	2255	11
V2-A-052	V2	A	2	10	2	5	10	20	30	25	5	5			10	9	2	49	13	東京都	1	8	2	3	ok	0	3932	97	0	0	1667	86	2265	11
V2-A-053	V2	A	2	10	2	5	10	20	30	25	5	5			10	9	2	58	11	埼玉県	1	6	6	5	ok	0	3940	97	0	0	1671	86	2269	11
V2-A-054	V2	A	2	10	2	5	5	20	30	30	5	5			10	9	1	72	40	福岡県	2	3	2	4	ok	0	3946	97	0	0	1674	86	2272	11
V2-A-055	V2	A	2	11	2	5	10	20	30	25	5	5			10	9	2	92	33	岡山県	1	6	2	2	ok	0	3942	97	0	0	1672	86	2270	11
V2-A-056	V2	A	2	11	2	5	10	25	30	20	5	5			10	9	2	59	27	大阪府	1	1	2	5	ok	0	3932	97	0	0	1667	86	2265	11
V2-A-057	V2	A	2	10	2	5	5	20	30	25	10	5			10	9	1	76	11	埼玉県	1	1	6	1	ok	0	3922	97	0	0	1662	86	2260	11
V2-A-058	V2	A	2	10	2	5	10	20	30	25	5	5			10	9	2	68	14	神奈川県	1	1	2	2	ok	0	3934	97	0	0	1668	86	2266	11
V2-A-059	V2	A	2	10	2	5	10	20	30	25	5	5			10	9	2	57	34	広島県	2	2	6	5	ok	0	3900	97	0	0	1651	86	2249	11
V2-A-060	V2	A	2	11	2	5	10	20	30	25	5	5			10	9	2	89	14	神奈川県	1	1	1	2	ok	0	3940	97	0	0	1671	86	2269	11
V2-A-061	V2	A	2	11	2	5	10	20	30	25	5	5			10	9	1	73	13	東京都	2	7	6	2	ok	0	3918	97	0	0	1660	86	2258	11
V2-A-062	V2	A	2	11	2	5	10	20	30	25	5	5			10	9	2	36	13	東京都	2	7	6	3	ok	0	3918	97	0	0	1660	86	2258	11
V2-A-063	V2	A	2	11	2	5	10	20	30	25	5	5			10	9	2	67	34	広島県	1	8	2	6	ok	0	3932	97	0	0	1667	86	2265	11
V2-A-064	V2	A	1	8	2	5	10	25	30	20	5	5			9	9	2	83	27	大阪府	2	8	2	1	ok	0	3906	97	0	0	1654	86	2252	11
V2-A-065	V2	A	2	11	2	5	10	25	30	20	7	3			10	9	1	50	13	東京都	1	1	6	6	ok	0	3926	97	0	0	1664	86	2262	11
V2-A-066	V2	A	2	10	2	5	10	20	30	25	5	5			10	9	2	73	40	福岡県	1	8	6	2	ok	0	3930	97	0	0	1666	86	2264	11
V2-A-067	V2	A	1	8	2	5	10	25	30	20	5	5			9	11	2	60	34	広島県	2	7	6	1	ok	0	3910	97	0	0	1656	86	2254	11
V2-A-068	V2	A	1	8	2	5	10	25	30	20	5	5			9	9	1	85	38	愛媛県	2	8	1	1	ok	0	3914	97	0	0	1658	86	2256	11
V2-A-069	V2	A	2	11	2	5	10	20	30	25	5	5			10	9	2	41	10	群馬県	1	8	2	4	ok	0	3934	97	0	0	1668	86	2266	11
V2-A-070	V2	A	2	11	2	5	10	20	30	25	7	3			10	9	2	25	14	神奈川県	1	6	6	1	ok	0	3932	97	0	0	1667	86	2265	11
V2-A-071	V2	A	1	8	2	5	10	25	30	20	5	5			9	9	2	75	39	高知県	1	7	1	5	ok	0	3948	97	0	0	1675	86	2273	11
V2-A-072	V2	A	2	10	2	5	10	20	30	25	7	3			10	9	1	74	13	東京都	2	6	3	4	ok	0	3924	97	0	0	1663	86	2261	11
V2-A-073	V2	A	2	11	2	5	10	20	30	25	5	5			10	9	2	34	40	福岡県	2	1	2	4	ok	0	3912	97	0	0	1657	86	2255	11
V2-A-074	V2	A	2	10	2	5	10	20	30	25	5	5			10	9	1	65	10	群馬県	2	7	1	4	ok	0	3930	97	0	0	1666	86	2264	11
V2-A-075	V2	A	2	10	2	5	10	20	30	25	5	5			10	9	1	69	27	大阪府	2	8	2	4	ok	0	3914	97	0	0	1658	86	2256	11
V2-A-076	V2	A	2	10	2	5	10	25	30	20	5	5			10	9	1	64	14	神奈川県	1	1	6	2	ok	0	3930	97	0	0	1666	86	2264	11
V2-A-077	V2	A	2	11	2	5	10	20	30	25	5	5			10	9	1	20	34	広島県	1	7	2	2	ok	0	3942	97	0	0	1672	86	2270	11
V2-A-078	V2	A	1	8	2	5	10	25	30	20	5	5			9	9	1	85	26	京都府	2	2	1	1	ok	0	3902	97	0	0	1652	86	2250	11
V2-A-079	V2	A	2	10	2	5	5	20	35	25	5	5			10	9	1	71	26	京都府	1	1	2	8	ok	0	3924	97	0	0	1663	86	2261	11
V2-A-080	V2	A	1	8	2	5	10	25	30	20	5	5			9	9	2	68	26	京都府	1	7	1	3	ok	0	3948	97	0	0	1675	86	2273	11
V2-A-081	V2	A	2	11	2	5	10	20	30	25	5	5			10	9	2	38	14	神奈川県	1	1	2	1	ok	0	3926	97	0	0	1664	86	2262	11
V2-A-082	V2	A	2	10	2	5	5	15	30	30	10	5			10	9	1	70	23	愛知県	1	4	2	3	ok	0	3926	97	0	0	1664	86	2262	11
V2-A-083	V2	A	2	10	2	5	5	20	35	25	7	3			10	9	1	69	40	福岡県	2	1	6	5	ok	0	3908	97	0	0	1655	86	2253	11
V2-A-084	V2	A	2	11	2	5	10	20	30	25	5	5			10	9	2	48	47	沖縄県	2	3	5	4	ok	0	3948	97	0	0	1675	86	2273	11
V2-A-085	V2	A	2	11	2	5	10	20	30	25	5	5			10	9	2	68	20	長野県	2	8	2	6	ok	0	3912	97	0	0	1657	86	2255	11
V2-A-086	V2	A	2	10	2	5	10	20	30	25	5	5			10	9	2	39	13	東京都	1	7	6	4	ok	0	3938	97	0	0	1670	86	2268	11
V2-A-087	V2	A	2	10	2	5	10	20	30	25	5	5			10	9	1	36	21	岐阜県	2	3	6	3	ok	0	3944	97	0	0	1673	86	2271	11
V2-A-088	V2	A	2	10	2	5	10	25	30	20	7	3			10	9	1	61	12	千葉県	2	6	6	5	ok	0	3918	97	0	0	1660	86	2258	11
V2-A-089	V2	A	2	10	2	5	10	25	30	20	5	5			10	9	1	40	13	東京都	2	1	2	8	ok	0	3904	97	0	0	1653	86	2251	11
V2-A-090	V2	A	2	11	2	5	10	20	30	25	5	5			10	9	2	26	23	愛知県	2	6	6	1	ok	0	3910	97	0	0	1656	86	2254	11
V2-A-091	V2	A	2	11	2	5	10	25	35	20	3	2			10	9	1	45	14	神奈川県	1	2	6	4	ok	0	3924	97	0	0	1663	86	2261	11
V2-A-092	V2	A	2	11	2	5	10	25	30	20	5	5			10	9	2	68	23	愛知県	2	6	5	4	ok	0	3922	97	0	0	1662	86	2260	11
V2-A-093	V2	A	2	10	2	5	10	20	30	25	5	5			10	9	2	61	14	神奈川県	2	9	2	3	ok	0	3904	97	0	0	1653	86	2251	11
V2-A-094	V2	A	2	11	2	5	10	20	30	25	5	5			10	9	2	55	14	神奈川県	1	3	3	3	ok	0	3972	97	0	0	1687	86	2285	11
V2-A-095	V2	A	2	10	2	5	10	20	30	25	5	5			10	9	2	45	22	静岡県	2	2	2	7	ok	0	3908	97	0	0	1655	86	2253	11
V2-A-096	V2	A	2	11	2	5	10	20	30	25	5	5			10	9	2	62	47	沖縄県	1	1	4	5	ok	0	3934	97	0	0	1668	86	2266	11
V2-A-097	V2	A	2	10	2	5	5	20	30	30	5	5			10	9	2	63	13	東京都	2	8	2	5	ok	0	3912	97	0	0	1657	86	2255	11
V2-A-098	V2	A	2	10	2	5	10	25	30	20	5	5			10	9	2	78	14	神奈川県	1	8	6	3	ok	0	3932	97	0	0	1667	86	2265	11
V2-A-099	V2	A	1	8	2	5	10	25	30	20	5	5			9	9	2	73	1	北海道	1	8	2	2	ok	0	3932	97	0	0	1667	86	2265	11
V2-A-100	V2	A	2	10	2	5	10	20	30	25	5	5			10	9	1	71	7	福島県	2	1	2	2	ok	0	3910	97	0	0	1656	86	2254	11
V2-A-101	V2	A	2	11	2	5	5	15	30	30	10	5			10	9	1	20	13	東京都	1	1	6	5	ok	0	3926	97	0	0	1664	86	2262	11
V2-A-102	V2	A	2	10	2	5	5	15	30	30	10	5			10	9	2	76	13	東京都	2	4	5	4	ok	0	3904	97	0	0	1653	86	2251	11
V2-A-103	V2	A	1	8	2	5	10	25	30	20	5	5			9	9	1	42	34	広島県	2	6	1	1	ok	0	3918	97	0	0	1660	86	2258	11
V2-A-104	V2	A	1	8	2	5	10	25	30	20	5	5			9	11	2	72	12	千葉県	1	8	2	1	ok	0	3926	97	0	0	1664	86	2262	11
V2-A-105	V2	A	2	10	2	5	10	25	30	20	5	5			10	9	1	31	1	北海道	2	7	4	3	ok	0	3922	97	0	0	1662	86	2260	11
V2-A-106	V2	A	2	11	2	5	10	20	30	25	5	5			10	9	1	21	23	愛知県	1	1	2	2	ok	0	3932	97	0	0	1667	86	2265	11
V2-A-107	V2	A	2	11	2	5	10	20	30	25	7	3			10	9	1	56	13	東京都	1	8	2	4	ok	0	3932	97	0	0	1667	86	2265	11
V2-A-108	V2	A	2	10	2	5	10	25	30	20	5	5			10	9	1	72	28	兵庫県	2	6	6	2	ok	0	3920	97	0	0	1661	86	2259	11
V2-A-109	V2	A	2	10	2	5	5	20	35	25	5	5			10	9	1	62	27	大阪府	2	6	6	4	ok	0	3918	97	0	0	1660	86	2258	11
V2-A-110	V2	A	2	10	2	5	10	25	30	20	5	5			10	9	2	31	13	東京都	1	1	2	4	ok	0	3930	97	0	0	1666	86	2264	11
V2-A-111	V2	A	2	11	2	5	5	15	30	30	10	5			10	9	1	48	33	岡山県	2	6	2	4	ok	0	3922	97	0	0	1662	86	2260	11
V2-A-112	V2	A	2	10	2	5	10	20	30	25	5	5			10	9	1	42	41	佐賀県	2	1	2	1	ok	0	3906	97	0	0	1654	86	2252	11
V2-A-113	V2	A	2	11	2	5	10	25	30	20	5	5			10	9	1	53	13	東京都	1	2	6	1	ok	0	3912	97	0	0	1657	86	2255	11
V2-A-114	V2	A	1	8	2	5	10	25	30	20	5	5			9	9	1	44	23	愛知県	1	6	6	1	ok	0	3930	97	0	0	1666	86	2264	11
V2-A-115	V2	A	2	11	2	5	10	20	30	25	5	5			10	9	1	70	11	埼玉県	2	1	1	1	ok	0	3912	97	0	0	1657	86	2255	11
V2-A-116	V2	A	2	11	2	5	10	20	30	25	5	5			10	9	2	77	27	大阪府	1	4	2	3	ok	0	3926	97	0	0	1664	86	2262	11
V2-A-117	V2	A	2	10	2	5	10	20	30	25	5	5			10	9	2	72	40	福岡県	1	8	5	4	ok	0	3934	97	0	0	1668	86	2266	11
V2-A-118	V2	A	2	11	2	5	10	20	30	25	7	3			10	9	1	86	23	愛知県	2	1	1	7	ok	0	3920	97	0	0	1661	86	2259	11
V2-A-119	V2	A	2	10	2	5	10	25	30	20	5	5			10	9	1	51	11	埼玉県	2	1	2	2	ok	0	3914	97	0	0	1658	86	2256	11
V2-A-120	V2	A	1	8	2	5	10	25	30	20	5	5			9	9	2	59	22	静岡県	2	6	2	1	ok	0	3914	97	0	0	1658	86	2256	11
V2-A-121	V2	A	2	11	2	5	10	20	30	25	5	5			10	9	1	25	10	群馬県	1	8	2	3	ok	0	3934	97	0	0	1668	86	2266	11
V2-A-122	V2	A	2	10	2	5	10	20	30	25	5	5			10	9	2	73	8	茨城県	2	1	2	5	ok	0	3912	97	0	0	1657	86	2255	11
V2-A-123	V2	A	2	11	2	5	10	20	30	25	5	5			10	9	1	34	11	埼玉県	2	8	4	2	ok	0	3916	97	0	0	1659	86	2257	11
V2-A-124	V2	A	2	10	2	5	10	20	30	25	5	5			10	9	1	85	40	福岡県	2	8	1	2	ok	0	3920	97	0	0	1661	86	2259	11
V2-A-125	V2	A	1	8	2	5	10	25	30	20	5	5			9	9	2	72	30	和歌山県	2	7	1	1	ok	0	3924	97	0	0	1663	86	2261	11
V2-A-126	V2	A	2	11	2	5	5	15	30	30	10	5			10	9	2	76	13	東京都	2	2	2	5	ok	0	3904	97	0	0	1653	86	2251	11
V2-A-127	V2	A	2	11	2	5	5	15	30	30	10	5			10	9	1	42	13	東京都	1	6	2	7	ok	0	3942	97	0	0	1672	86	2270	11
V2-A-128	V2	A	2	10	2	5	10	25	30	20	5	5			10	9	2	49	14	神奈川県	2	7	6	2	ok	0	3922	97	0	0	1662	86	2260	11
V2-A-129	V2	A	2	11	2	5	10	20	30	25	7	3			10	11	1	44	14	神奈川県	2	7	2	7	ok	0	3928	97	0	0	1665	86	2263	11
V2-A-130	V2	A	2	10	2	5	10	20	30	25	5	5			10	9	2	60	34	広島県	2	2	2	8	ok	0	3898	97	0	0	1650	86	2248	11
V2-A-131	V2	A	2	10	2	5	10	25	30	20	5	5			10	9	1	21	23	愛知県	1	7	6	1	ok	0	3932	97	0	0	1667	86	2265	11
V2-A-132	V2	A	1	8	2	5	10	25	30	20	5	5			9	9	2	56	47	沖縄県	2	6	2	3	ok	0	3924	97	0	0	1663	86	2261	11
V2-A-133	V2	A	1	8	2	5	10	25	30	20	5	5			9	9	2	73	27	大阪府	2	1	2	3	ok	0	3910	95	0	0	1657	84	2253	11
V2-A-134	V2	A	2	10	2	5	10	20	30	25	5	5			10	9	1	54	13	東京都	2	1	1	1	ok	0	3908	97	0	0	1655	86	2253	11
V2-A-135	V2	A	2	10	2	5	10	20	30	25	5	5			10	9	1	61	34	広島県	1	8	6	1	ok	0	3920	97	0	0	1661	86	2259	11
V2-A-136	V2	A	2	10	2	5	10	20	30	25	5	5			10	9	1	71	27	大阪府	2	8	6	1	ok	0	3902	97	0	0	1652	86	2250	11
V2-A-137	V2	A	2	11	2	5	10	20	30	25	5	5			10	9	2	80	8	茨城県	1	1	1	2	ok	0	3938	97	0	0	1670	86	2268	11
V2-A-138	V2	A	2	10	2	5	10	20	30	25	5	5			10	9	2	37	29	奈良県	2	1	2	5	ok	0	3912	97	0	0	1657	86	2255	11
V2-A-139	V2	A	2	10	2	5	10	25	30	20	5	5			10	9	1	60	11	埼玉県	2	3	2	5	ok	0	3948	97	0	0	1675	86	2273	11
V2-A-140	V2	A	2	10	2	5	10	25	30	20	5	5			10	9	2	39	27	大阪府	2	6	6	4	ok	0	3918	97	0	0	1660	86	2258	11
V2-A-141	V2	A	2	11	2	5	10	20	30	25	5	5			10	9	2	92	23	愛知県	2	1	2	2	ok	0	3912	97	0	0	1657	86	2255	11
V2-A-142	V2	A	2	11	2	5	5	15	30	30	10	5			10	9	2	33	14	神奈川県	1	6	6	5	ok	0	3940	97	0	0	1671	86	2269	11
V2-A-143	V2	A	2	11	2	5	10	20	30	25	5	5			10	9	1	52	26	京都府	2	8	2	5	ok	0	3912	97	0	0	1657	86	2255	11
V2-A-144	V2	A	1	8	2	5	10	25	30	20	5	5			9	9	2	80	24	三重県	2	8	2	1	ok	0	3904	97	0	0	1653	86	2251	11
V2-A-145	V2	A	2	11	2	5	10	25	30	20	5	5			10	9	2	55	12	千葉県	2	1	4	6	ok	0	3912	97	0	0	1657	86	2255	11
V2-A-146	V2	A	2	11	2	5	10	25	30	20	5	5			10	9	2	43	14	神奈川県	1	2	6	1	ok	0	3916	97	0	0	1659	86	2257	11
V2-A-147	V2	A	2	11	2	5	10	20	30	25	5	5			10	9	2	50	40	福岡県	2	1	4	5	ok	0	3912	97	0	0	1657	86	2255	11
V2-A-148	V2	A	1	8	2	5	10	25	30	20	5	5			9	9	2	78	14	神奈川県	1	1	2	2	ok	0	3934	97	0	0	1668	86	2266	11
V2-A-149	V2	A	2	11	2	5	10	20	30	25	5	5			10	9	2	46	1	北海道	1	8	2	5	ok	0	3932	97	0	0	1667	86	2265	11
V2-A-150	V2	A	2	11	2	5	10	20	30	25	7	3			10	9	2	31	26	京都府	2	1	6	5	ok	0	3906	97	0	0	1654	86	2252	11
V2-A-151	V2	A	2	11	2	5	10	20	30	25	5	5			10	9	1	82	42	長崎県	2	6	1	4	ok	0	3928	97	0	0	1665	86	2263	11
V2-A-152	V2	A	2	11	2	5	10	20	30	25	5	5			10	9	2	92	22	静岡県	1	2	1	2	ok	0	3932	97	0	0	1667	86	2265	11
V2-A-153	V2	A	2	11	2	5	10	20	30	25	5	5			10	9	2	91	28	兵庫県	1	3	2	3	ok	0	3968	97	0	0	1685	86	2283	11
V2-A-154	V2	A	2	10	2	5	10	20	30	25	5	5			10	9	2	61	14	神奈川県	2	1	2	2	ok	0	3914	97	0	0	1658	86	2256	11
V2-A-155	V2	A	2	11	2	5	10	20	30	25	5	5			10	9	1	79	15	新潟県	2	3	1	3	ok	0	3952	97	0	0	1677	86	2275	11
V2-A-156	V2	A	2	11	2	5	10	20	30	25	5	5			10	9	2	78	23	愛知県	1	2	1	5	ok	0	3932	97	0	0	1667	86	2265	11
V2-A-157	V2	A	1	8	2	5	10	25	30	20	5	5			9	9	2	74	24	三重県	2	6	1	1	ok	0	3918	97	0	0	1660	86	2258	11
V2-A-158	V2	A	2	11	2	5	10	20	30	25	5	5			10	9	1	55	21	岐阜県	2	3	1	1	ok	0	3946	97	0	0	1674	86	2272	11
V2-A-159	V2	A	2	11	2	5	10	20	30	25	5	5			10	9	2	96	6	山形県	1	1	1	1	ok	0	3928	97	0	0	1665	86	2263	11
V2-A-160	V2	A	1	8	2	5	10	25	30	20	5	5			9	9	2	78	28	兵庫県	1	6	2	2	ok	0	3944	97	0	0	1673	86	2271	11
V2-A-161	V2	A	2	10	2	5	10	20	30	25	7	3			10	9	2	34	1	北海道	1	6	6	2	ok	0	3936	97	0	0	1669	86	2267	11
V2-A-162	V2	A	2	10	2	5	10	20	30	25	5	5			10	9	2	29	28	兵庫県	1	8	6	1	ok	0	3924	97	0	0	1663	86	2261	11
V2-A-163	V2	A	2	10	2	5	10	20	30	25	5	5			10	9	1	28	27	大阪府	2	8	7	2	ok	0	3912	97	0	0	1657	86	2255	11
V2-A-164	V2	A	1	8	2	5	10	25	30	20	5	5			9	9	2	74	28	兵庫県	2	8	2	2	ok	0	3916	97	0	0	1659	86	2257	11
V2-A-165	V2	A	2	10	2	5	10	20	30	25	5	5			10	9	2	71	26	京都府	2	3	5	1	ok	0	3936	97	0	0	1669	86	2267	11
V2-A-166	V2	A	1	8	2	5	10	25	30	20	5	5			9	9	2	40	27	大阪府	1	7	1	2	ok	0	3948	95	0	0	1676	84	2272	11
V2-A-167	V2	A	2	10	2	5	10	25	30	20	5	5			10	9	1	71	13	東京都	1	6	1	5	ok	0	3946	97	0	0	1674	86	2272	11
V2-A-168	V2	A	2	11	2	5	10	20	30	25	5	5			10	9	1	39	14	神奈川県	2	7	6	4	ok	0	3922	97	0	0	1662	86	2260	11
V2-A-169	V2	A	2	11	2	5	10	20	30	25	7	3			10	9	2	37	13	東京都	2	1	5	3	ok	0	3910	97	0	0	1656	86	2254	11
V2-A-170	V2	A	1	8	2	5	10	25	30	20	5	5			9	9	2	45	34	広島県	2	2	5	1	ok	0	3894	95	0	0	1649	84	2245	11
V2-A-171	V2	A	1	8	2	5	10	25	30	20	5	5			9	9	2	69	14	神奈川県	2	7	5	3	ok	0	3926	97	0	0	1664	86	2262	11
